CRN	one	r0	r1	r2	r3	score	hasAM	unique	hasAM33	has_asym33	has_am34
2598	0.1657205352219792	0.01088854	96.33792913	0.02733943	0.78476121	0.9821924071739369	False	True	False	True	False
3488	0.7636249047026518	22.74605755	0.97264137	0.01218245	98.20799123	0.9821331779782456	False	True	False	True	False
2591	0.7636249047026518	0.69913829	0.01001588	4.71413359	78.9542624	0.9821118802648392	False	True	False	True	False
3401	0.6763756073728333	0.72607147	0.01100807	90.23363868	0.02422376	0.982090697389958	False	True	False	True	False
5007	0.7633065630052626	0.0105704	48.71931052	0.26200079	47.77171751	0.982034902313408	False	True	False	False	False
3513	0.7636249047747865	0.01081905	0.90398887	84.18104123	0.78540845	0.9819984401438876	False	True	False	True	False
3050	0.1657189903119947	0.97055224	0.01122403	95.97250347	0.01278928	0.981950904640716	False	True	False	True	False
2641	0.7636249047026518	0.14350978	0.63338775	0.01087514	85.27527342	0.9819319505132688	False	True	False	True	False
4066	0.7636249047747865	0.01042592	0.1213913	81.67697265	0.80730312	0.9819125856505436	False	True	False	True	False
3516	0.7636249047747865	0.01000295	0.01728673	77.49468177	0.57528184	0.9818279567266364	False	True	False	True	False
4380	0.7636249047026518	0.04431648	0.6469725000000001	0.0115073	87.76161769	0.9816507803585512	False	True	False	True	False
3521	0.7636249047747865	0.01310517	37.79754575	99.12428712	1.01412282	0.98162735892591	False	True	False	True	False
3508	0.7636249047747865	22.72612921	0.01104386	85.83805285	0.59350628	0.9816175403041356	False	True	False	True	False
2477	0.7636249047747865	0.01064761	0.52304485	90.62763433	0.50514821	0.9815821564770236	False	True	False	True	False
3509	0.7636249047747865	6.22471685	0.01179779	90.35862208	0.94933038	0.98156331473552	False	True	False	True	False
4026	0.452632805123077	0.01106107	90.09741856	0.02470484	0.94030002	0.981468065844878	False	True	False	True	False
4278	0.7636249047747865	0.01150941	0.01243737	91.85295833	0.56332935	0.981366926430384	False	True	False	True	False
2761	0.7636249047026518	0.62601374	0.01047225	0.01053073	75.04488588	0.9812658365003298	False	True	False	True	False
2740	0.7636249047026518	0.79995857	0.01234174	84.62031979	3.4190495000000003	0.9809599988572644	False	True	False	True	False
2642	0.4748365592198146	1.20536347	0.01030115	0.01059378	98.91510327	0.9809206452383432	False	True	False	True	False
2696	0.1657247014367183	0.69364594	0.01046256	82.20319304	0.03559092	0.9808676373043425	False	True	False	True	False
3420	0.16572338173142964	0.93529051	0.01003724	0.02188599	82.01664182	0.9808665472761045	False	True	False	True	False
3682	0.7636249047747865	0.01081226	74.30267719	0.01388913	0.77080137	0.9808585591457978	False	True	False	True	False
2564	0.5463673442256004	0.89802304	0.01215031	80.43606603	0.01454662	0.9802580516898434	False	True	False	True	False
4850	0.6179649553706232	0.675349	57.70575916	0.01161935	91.26363924	0.9793213123966452	False	True	False	True	False
2700	0.4342245121834846	0.013705600000000002	0.85789878	0.01119149	79.88052049	0.9790127334165976	False	True	False	True	False
5050	0.3782831400081324	47.2030009	0.84482997	0.01014707	95.82599796	0.9785651612288996	False	True	False	False	False
2903	0.4519397283661148	0.81965488	0.01480961	0.01216786	92.01167435	0.9760649725985424	False	True	False	True	False
3984	0.3804188971626289	1.02251393	0.01055595	0.0114244	94.25894403	0.9756854933084622	False	True	False	True	False
4973	0.6715386063086559	10.65038343	0.68222226	0.01021813	81.81819062	0.9747146743844692	False	True	False	False	False
3470	0.7638145200595141	0.01108811	0.01001018	91.25161535	0.97475625	0.9735175178883124	False	True	False	True	False
4540	0.6199214308321616	0.01031358	0.01808563	92.85781423	0.92190479	0.9731624395486717	False	True	False	False	False
5108	0.4309094754720264	0.01041633	97.25042497	98.73998565	0.22800899	0.9718478783334562	False	True	False	False	False
6264	0.3787143072383858	89.50404799	0.4782397	0.01032758	93.58785259	0.9647120942046016	False	True	False	False	False
6472	0.8676008565225511	0.19540037	0.26308216	41.1071324	82.07182693	0.9621054914502768	False	True	False	False	False
2885	0.5554275079630144	4.25239223	0.13784639	0.01167078	89.19564393	0.9620944954450794	False	True	False	True	False
2576	0.2521741851547261	0.01147905	0.01002941	97.9101519	1.5239389	0.9608530063008768	False	True	False	True	False
4184	0.25217065307659225	0.01093555	0.0109546	95.60275116	2.08800327	0.9598753862239218	False	True	False	True	False
2842	0.252174366717897	0.01016381	1.56414644	0.0120223	91.6541093	0.9595443225531228	False	True	False	True	False
3486	0.2521737553758734	0.01101559	1.71256339	0.01148921	93.4825384	0.9591659689979832	False	True	False	True	False
3925	0.5503855473260588	0.55708572	0.01146967	87.72404952	8.17238886	0.9535004126628516	False	True	False	True	False
6448	0.93934418253569	35.74230571	2.91861385	12.63060543	2.34437953	0.9393445111094852	False	True	False	False	False
4387	0.6475822101554094	0.01180651	1.54469553	0.07612136	98.96897771	0.9383325732127844	False	True	False	True	False
6381	0.9264355950798886	0.08868689999999999	49.97881327	0.60114156	0.08879735	0.9367661341065576	True	True	True	False	False
6401	0.9264355950798886	4.34634439	0.01650805	34.33617923	4.43292226	0.9367533246336941	True	True	True	False	False
6345	0.9264355950798886	0.28040488	0.41187124	2.38617089	0.2821056	0.9366977399742152	True	True	True	False	False
6392	0.9264355950798886	1.69720521	1.23672133	9.02411043	1.25537731	0.9366956755497464	True	True	True	False	False
6340	0.9264355950798886	15.543398300000002	12.14704599	99.71920503	12.34127871	0.936691140221481	True	True	True	False	False
6399	0.9264355950798886	0.0391204	2.11975955	0.27793139	0.03812743	0.9366800296662972	True	True	True	False	False
6387	0.9264355950798886	0.17937161	2.99779166	23.65331829	2.94115745	0.936658291209556	True	True	True	False	False
6374	0.9264355950798886	0.66527076	9.22375291	4.65740267	0.66900889	0.9366410495611224	True	True	True	False	False
6400	0.9264355950798886	0.93713787	0.05166113	6.54712863	0.96758694	0.9366397937672242	True	True	True	False	False
6310	0.9264355950798886	0.2144474	2.22619695	0.05579061	0.22288177	0.936612119053198	True	True	True	False	False
6316	0.9264355950798886	1.32876152	14.226309699999998	77.53088074	1.33163552	0.9366118250319484	True	True	True	False	False
6383	0.9264355950798886	2.87207369	0.03122725	26.65448529	3.05569272	0.9366019261963298	True	True	True	False	False
6341	0.9264355950798886	0.0445218	0.21797552	2.07953924	0.20809445	0.9365937694149729	True	True	True	False	False
6376	0.9264355950798886	0.18395572	0.80729637	1.93027836	0.19188207	0.9365816945624238	True	True	True	False	False
6331	0.9264355950798886	0.07987480000000001	0.78287001	0.07532673	31.42220122	0.9365772277621732	True	True	True	False	False
6302	0.9264355950798886	0.03422611	0.22299957	0.35813646	0.03634288	0.9365038294978116	True	True	True	False	False
6292	0.9264355950798886	0.11723049	4.60057189	0.90196742	0.1253705	0.936471342890881	True	True	True	False	False
4016	0.6608386621871079	4.37521399	29.97261727	0.01206096	4.57425117	0.9364604365491804	True	True	True	False	False
6282	0.9264355950798886	4.30038249	1.62001488	33.4123501	4.78804718	0.9364395490661088	True	True	True	False	False
6338	0.9264355950798886	0.26309055	1.8952376	23.49159204	2.0238913	0.9363591095121964	True	True	True	False	False
4197	0.7907961707457244	4.21285094	31.04078669	0.04087085	3.67868308	0.9361920379965821	True	True	True	False	False
6273	0.6698215467383659	13.91796902	0.05795452	94.91446794	12.59659144	0.9359972490631684	True	True	True	False	False
6353	0.9264355950798886	3.37036281	0.03615769	55.21025506	3.35921274	0.9359560363874176	True	True	True	False	False
6268	0.5707450558774746	9.51085856	0.01515747	72.35394708	9.04853019	0.9358862898727436	True	True	True	False	False
6327	0.9264355950798886	0.15104074	1.18266994	16.42171104	0.972616	0.9357999118253691	True	True	True	False	False
6288	0.6540126469010358	3.22181993	0.01532466	23.72852078	2.65330336	0.9355919722217144	True	True	True	False	False
6468	0.3967285211747579	0.01410912	34.38625503	0.01474687	0.09257873	0.9355784229348336	False	True	False	False	False
6276	0.5816885461097688	7.83029264	0.02633803	45.39744529	8.50450046	0.9354269266106112	True	True	True	False	False
6413	0.19017229146559309	9.62135632	0.01597157	48.70016648	10.05332778	0.9349783244107888	True	True	True	False	False
6280	0.1901712956453411	5.71742899	89.39793484	0.03162774	6.30511657	0.9349525805998052	True	True	True	False	False
6427	0.1947391279741724	87.67736797	0.17324861	0.88804091	0.17265645	0.9344163120980712	False	True	False	False	False
6367	0.7189849370048764	0.04105609	92.26072911	1.17079026	0.05087771	0.9344090785694056	False	True	False	False	False
6328	0.3038525262121952	12.40813943	0.01119697	81.64377569	11.69062568	0.9336253140021732	True	True	True	False	False
6284	0.4594094022610838	0.01902774	20.5432244	86.77096203	19.38386696	0.9335169062900632	True	True	True	False	False
6334	0.190168733274679	1.61681032	37.50826574	0.01753644	1.22465639	0.933394540359163	True	True	True	False	False
6409	0.4594059573217304	8.37241764	0.01120524	61.87342337	8.04190441	0.9333129133950973	True	True	True	False	False
6377	0.6734609641243849	0.01249343	88.88219099	57.3610459	0.01208146	0.9329847419671816	False	True	False	False	False
6397	0.3038525104146845	0.01122924	8.16626141	81.06172723	9.26073102	0.9323949238715936	True	True	True	False	False
6368	0.30385096283571417	0.01068805	13.70713742	76.4222054	10.73146332	0.9323703549914516	True	True	True	False	False
6293	0.3923452656624933	0.02829184	64.10037749	44.01637537	0.01049882	0.9323020244098258	False	True	False	False	False
6317	0.4593982798036661	0.017483500000000003	19.5530397	60.58965600000001	22.46148009	0.9311891100510356	True	True	True	False	False
6326	0.3038379619172185	11.75502171	0.01686619	48.83840515	11.34630372	0.930929506888754	True	True	True	False	False
3471	0.5587193674901018	0.11212915	0.1863821	98.08017609	3.0141577	0.9188917977498962	False	True	False	False	False
6477	0.5454734647330811	76.40123163	46.52628776	0.01810708	64.47540981	0.9143755145739748	False	True	False	False	False
6335	0.5640397700733177	0.01094453	3.82318531	97.84507042	1.21476853	0.9120370596318508	False	True	False	False	False
6421	0.5625778717515479	94.28589128	4.22452082	0.03355558	4.15909386	0.9114415607081352	False	True	False	False	False
3556	0.5465583450746452	7.28461713	0.01039523	0.38024595	98.52131902	0.8971924126527087	False	True	False	True	False
2512	0.6437564794529375	0.56367155	0.01191792	94.52734659	7.1020442	0.8958195519866213	False	True	False	True	False
4745	0.526235473980197	0.01051462	91.90307224	1.8945637	0.19051461	0.8874267280479877	False	True	False	False	False
4356	0.30848593299804633	0.01096082	6.47180067	0.34529585	98.9364256	0.8868566343347293	False	True	False	True	False
3782	0.30850095693566315	0.01093701	0.87098898	91.13219825	10.66766006	0.8845292657105118	False	True	False	True	False
4274	0.3084981042947588	11.21950183	0.01208247	0.82954505	91.8357142	0.8825909481530276	False	True	False	True	False
4977	0.4605121153953745	0.01066802	86.43768835	1.07210726	0.11868569	0.8802565538203653	False	True	False	False	False
3750	0.8415477131116357	0.01282745	3.71205597	0.04442709	18.97670231	0.8788721986979441	False	True	False	False	True
2843	0.7023510110893358	16.66490663	0.03818706	3.58965871	0.01022434	0.8787503659149963	False	True	False	False	False
4359	0.30847640233820195	0.01267407	8.82223757	0.46424489	81.79284019	0.8778378450713148	False	True	False	True	False
4614	0.5460893661057956	17.32528426	84.35416126	0.01344316	22.32993207	0.8522294261123563	False	True	False	False	False
3284	0.2446644488447624	1.5619004	0.01029477	98.31454096	12.57647653	0.8440215967226384	False	True	False	True	False
3351	0.24466909641470186	2.34114108	0.01117503	98.85520851	14.94203356	0.8429701980147748	False	True	False	True	False
3038	0.2446664753263515	16.36529857	1.79293496	0.01098175	94.2519518	0.8420663003036223	False	True	False	True	False
2725	0.2446543611603627	15.68124481	2.35328599	0.0102825	84.1325238	0.842051576735113	False	True	False	True	False
4788	0.5164912930335994	0.01097792	0.06428679	80.51777342	0.41462647	0.8409919404549702	False	True	False	False	False
5122	0.7052402393891353	0.22958462	0.26619633	4.15455084	27.09562719	0.8291300410913199	False	True	False	False	False
6243	0.4064031586660086	0.06067467	0.01182318	96.56722365	0.28127667	0.8258007619501485	False	True	False	False	False
6185	0.5385463827443452	0.03974623	3.70229595	38.16522223	0.01413204	0.7753697034673579	False	True	False	False	False
4475	0.16011055727060286	96.59028968	1.61854387	0.01318547	32.07699123	0.7483262967050925	False	True	False	False	False
5379	0.13403093441850258	83.70995004	0.54861726	0.01008633	0.0371393	0.7431673448976117	False	True	False	False	False
5630	0.546316764708027	1.91500191	0.11826761	2.59266601	67.00138296	0.7304250607944505	False	True	False	False	False
5487	0.5482675450587566	29.2550745	1.15755863	0.09319118	1.52493362	0.7230510431350683	False	True	False	False	False
2949	0.7052337359362951	0.31590467	0.31526456	0.03548212	0.01593462	0.7057223197601902	False	True	False	False	False
4909	0.5792805577390281	0.07340805	0.07107562	2.42707112	0.01772688	0.7056297076832744	False	True	False	False	False
51	0.7051395215301323	0.37372884	0.02961729	0.08403631	0.08359438	0.7055510629862621	False	True	False	False	False
1545	0.7051395215301323	4.40965649	0.12353478	0.13651839	0.13685213	0.7054981881408788	False	True	False	False	False
3306	0.7052337359362951	0.04403652	0.04494627	0.01686771	0.06359146	0.7054952905600239	False	True	False	True	False
1765	0.7051395215301323	0.03610804	5.81269312	0.08956658	0.09030523	0.7054944104439143	False	True	False	False	False
2045	0.7051395215301323	77.45400542	10.26413519	0.01773622	0.01779062	0.70549067631634	False	True	False	False	False
4354	0.7052337359362951	0.1986793	0.16239206	0.16066381	0.02193163	0.7054886930434672	False	True	False	False	False
2014	0.7051395215301323	0.24201311	0.01048958	97.21023987	97.37787156	0.7054777833114333	False	True	False	False	False
4195	0.7051602281713804	69.01509559	0.90786639	43.16365877	0.90645352	0.7054719084408225	False	True	False	False	False
3140	0.6189691680681888	11.88395965	61.76469978	13.14592564	2.14071941	0.7054674581594298	False	True	False	False	False
2887	0.7052337359362951	0.14354796	0.14706795	0.82236269	0.02529934	0.7054633389044143	False	True	False	False	False
918	0.7051395215301323	0.06062272	10.9267391	0.32229934	0.32171298	0.7054607286362768	False	True	False	False	False
1576	0.7051395215301323	1.5427727	72.19132134	0.14530463	0.14507098	0.7054604092957296	False	True	False	False	False
4366	0.7052337359362951	0.0260008	0.02616911	16.25287941	0.03598817	0.7054550540117378	False	True	False	False	False
4293	0.7053788912551392	0.06688063	1.03345056	0.06839973	3.27743721	0.7054423929200592	False	True	False	False	False
372	0.7051395215301323	8.89269252	0.02230411	0.01143544	0.01154569	0.7054385083915266	False	True	False	False	False
1612	0.7051395215301323	0.08014325	0.06025061	1.32598583	0.06050284	0.7054334958918765	False	True	False	False	False
1919	0.7051395215301323	91.96284759	0.93983537	0.02499811	0.02484945	0.7054313497387337	False	True	False	False	False
4264	0.7052337359362951	0.11264478	3.10608086	0.11376924	0.01194802	0.7054302374929919	False	True	False	False	False
5112	0.7052385229427104	0.27097842	0.2692705	2.21247339	0.38413618	0.7054280373109199	False	True	False	False	False
4038	0.7052059046177224	0.02901027	0.25074915	0.033131400000000005	0.03321126	0.7054279580348274	False	True	False	False	False
1817	0.7051395215301323	0.02305585	5.03273515	0.01066079	0.01060372	0.7054266959652056	False	True	False	False	False
681	0.7051395215301323	82.56619812	0.01756766	1.9148854	1.91350999	0.7054221888416283	False	True	False	False	False
2648	0.7052337359362951	0.4545539000000001	2.84171254	0.44864959	0.08842819	0.7054200947697764	False	True	False	False	False
1411	0.7051395215301323	0.02609481	0.01664816	0.26425875	0.26691897	0.7054180335192368	False	True	False	False	False
382	0.7051395215301323	0.01134201	2.50281349	1.12177476	1.11441958	0.7054157691372354	False	True	False	False	False
2356	0.7051395215301323	19.16678229	4.19276778	68.27607227	68.58038653	0.7054153450570282	False	True	False	False	False
1525	0.7051395215301323	3.57320655	0.33767572	2.84318692	2.83890195	0.7054148991199909	False	True	False	False	False
1803	0.7051395215301323	45.29949775	0.27595067	0.15844518	0.15881244	0.7054138479723842	False	True	False	False	False
4516	0.7052182742850029	0.29994506	0.29426690000000005	4.23229604	10.47735045	0.7054132267478995	False	True	False	False	False
760	0.7051395215301323	1.16451263	98.92518047	0.32809022	98.22134578	0.7054127942279262	False	True	False	False	False
1563	0.7051395215301323	0.1133654	0.01129339	0.0744305	0.07371702	0.7054116985731774	False	True	False	False	False
576	0.7051395215301323	0.46405636	1.49959201	0.05039257	0.05025031	0.7054080510794404	False	True	False	False	False
1820	0.7051395215301323	1.12753041	1.23293375	1.35198846	1.36219119	0.7054056207153746	False	True	False	False	False
1644	0.7051395215301323	6.4624099	0.21191662	1.22805855	1.22294452	0.7054054790427216	False	True	False	False	False
470	0.7051395215301323	5.14227213	4.09496236	1.98495881	4.09966082	0.705403663266743	False	True	False	False	False
624	0.7051395215301323	0.01115823	0.17907579	2.04923242	2.03704299	0.705402797793988	False	True	False	False	False
4406	0.7052059046177224	0.05509821	2.09237706	0.01573745	0.01590215	0.7054027703827822	False	True	False	False	False
36	0.7051395215301323	27.79882932	65.15124716	4.73168431	65.1872701	0.7053988768374059	False	True	False	False	False
371	0.7051395215301323	0.21541053	4.57745315	99.56021042	99.94398467	0.7053986998187244	False	True	False	False	False
560	0.7051395215301323	0.01185328	73.45995377	0.08551217	0.08536751	0.7053976001965642	False	True	False	False	False
2703	0.7052337359362951	0.09851297	5.20096369	5.16510142	0.195666	0.7053966239969648	False	True	False	False	False
1255	0.7051395215301323	37.37605052	23.24707035	2.80468999	2.77251646	0.7053964700614039	False	True	False	False	False
4294	0.7052337359362951	34.19950022	0.09935304	33.94569192	1.6970613999999995	0.7053956314227766	False	True	False	False	False
2015	0.7051395215301323	0.05383034	79.59888861	41.47946996	41.57602679	0.7053954143693077	False	True	False	False	False
1340	0.7051395215301323	61.74895543	0.01031252	0.02402265	0.01014507	0.7053945737830422	False	True	False	False	False
4364	0.7052337359362951	0.02167395	12.37362218	0.02123596	0.10082232	0.7053938238701599	False	True	False	False	False
179	0.7051395215301323	0.03738954	64.8584055	4.80668619	64.89528868	0.7053900026759399	False	True	False	False	False
596	0.7051395215301323	0.47047217	24.39272953	0.10265231	0.10123266	0.7053866929892465	False	True	False	False	False
1623	0.7051395215301323	0.79925748	0.04519929	2.93061937	2.95681317	0.7053865486476077	False	True	False	False	False
2242	0.7051395215301323	10.48449479	0.44697257	65.00849538	64.89904391	0.7053864445571606	False	True	False	False	False
814	0.7051395215301323	0.24001067	13.82779717	3.1087961	13.88104755	0.7053861747731879	False	True	False	False	False
1885	0.7051395215301323	0.04374864	41.69363442	8.53058688	8.47973935	0.7053860413960313	False	True	False	False	False
402	0.7051395215301323	0.32699643	1.05956313	61.10820827	60.81124888	0.7053859114092081	False	True	False	False	False
2323	0.7051395215301323	0.02939887	26.32177153	18.41655524	18.53365796	0.7053857894293424	False	True	False	False	False
1244	0.7051395215301323	19.09572835	55.34177282	11.85878554	55.60110367	0.7053853526534187	False	True	False	False	False
1868	0.7051395215301323	2.10173625	0.1493604	12.56489987	12.52345918	0.7053852060756027	False	True	False	False	False
1560	0.7051395215301323	4.86936109	0.02159921	73.0756494	73.25443857	0.7053852053542551	False	True	False	False	False
1658	0.7051395215301323	39.07563643	1.8143453	82.83142816	82.72072226	0.7053845156017561	False	True	False	False	False
2407	0.7051395215301323	13.50200661	0.21656826	0.34650042	0.34453642	0.7053837654724696	False	True	False	False	False
3036	0.7052337359362951	4.75941715	4.80335189	93.67512397	0.20329948	0.7053828422919131	False	True	False	False	False
2285	0.7051395215301323	0.01906383	0.33502306	16.30761093	16.27355208	0.7053818576525476	False	True	False	False	False
1253	0.7051395215301323	0.13460816	66.73421742	3.27620826	66.59286917	0.7053815512241208	False	True	False	False	False
923	0.7051395215301323	7.97124429	9.84098	62.19429608	62.14010859	0.7053813872618294	False	True	False	False	False
1736	0.7051395215301323	18.00549528	0.02957738	0.01629432	0.01660302	0.7053808500021962	False	True	False	False	False
408	0.7051395215301323	1.91540503	0.0496262	92.47405494	92.69341016	0.7053806300633373	False	True	False	False	False
775	0.7051395215301323	4.10165691	65.40415807	0.38598083	65.51186518	0.7053789535074302	False	True	False	False	False
2752	0.7052337359362951	14.51211683	14.56794233	0.12225456	0.96858208	0.7053782989566901	False	True	False	False	False
1298	0.7051395215301323	98.60427577	0.7336493000000001	8.82122959	8.78706495	0.7053779631694194	False	True	False	False	False
359	0.7051395215301323	63.31717543	0.1127519	0.15143928	0.15273263	0.7053779197442986	False	True	False	False	False
2120	0.7051395215301323	0.76726031	1.27156747	8.13996192	8.13151225	0.7053778957234262	False	True	False	False	False
2236	0.7051395215301323	0.18135371	0.0517185	1.58430304	1.58896938	0.7053775787633257	False	True	False	False	False
1921	0.7051395215301323	0.05358719	0.04024068	1.25468992	1.24690357	0.7053774021053181	False	True	False	False	False
1985	0.7051395215301323	5.9348996	0.15317617	1.81270636	1.81851771	0.7053770504484018	False	True	False	False	False
1613	0.7051395215301323	7.43572529	4.05015064	14.52304546	4.08255028	0.7053764891678961	False	True	False	False	False
2741	0.7052337359362951	0.04297499	0.04298243	0.48606784	19.2428917	0.7053760327713199	False	True	False	False	False
4162	0.7052059046177224	0.6580665	0.80937719	0.04095501	0.04105551	0.7053752373414092	False	True	False	False	False
1578	0.7051395215301323	7.69464286	1.84313005	59.52440635	59.22442334	0.7053745652619243	False	True	False	False	False
1125	0.7051395215301323	1.13822765	0.12104688	46.04524365	45.85906789	0.705372972887273	False	True	False	False	False
439	0.7051395215301323	0.18667757	0.96905889	0.02169892	0.95967178	0.7053724626060369	False	True	False	False	False
824	0.7051395215301323	0.09676961	0.18900406	2.06521619	0.18842649	0.7053722301878659	False	True	False	False	False
2362	0.7051395215301323	1.92585417	1.10261427	26.10249829	25.95671616	0.7053721913072345	False	True	False	False	False
1306	0.7051395215301323	0.10369369	77.40695494	60.90628299	60.83424936	0.7053720994796953	False	True	False	False	False
3914	0.7052059046177224	0.77375608	0.22664016	0.068245	0.0682747	0.7053719384749286	False	True	False	False	False
1282	0.7051395215301323	0.01642997	79.96375215	60.03740870000001	79.33874639	0.7053711698070109	False	True	False	False	False
2217	0.7051395215301323	3.61115984	0.11105136	8.24511294	8.21432528	0.7053707322376049	False	True	False	False	False
1518	0.7051395215301323	0.08728131	0.04429281	87.52139325	87.22432712	0.7053706061460584	False	True	False	False	False
327	0.7051395215301323	0.05820219	0.05761304	7.15823582	7.15098109	0.7053694574722668	False	True	False	False	False
658	0.7051395215301323	3.59637946	0.01724081	0.19851172	3.59257345	0.7053694388615007	False	True	False	False	False
2005	0.7051395215301323	0.03866033	2.84788666	1.66421445	1.68191134	0.7053690759515633	False	True	False	False	False
444	0.7051395215301323	0.01855694	13.86485081	2.30236915	13.81509911	0.7053690434909249	False	True	False	False	False
196	0.7051395215301323	0.14701677	0.16466606	22.01130647	21.88923148	0.7053678059471188	False	True	False	False	False
456	0.7051395215301323	1.69246548	22.47246933	2.31467308	22.3913801	0.7053673401008901	False	True	False	False	False
356	0.7051395215301323	0.01156051	37.67384849	47.59253086	47.79519369	0.7053673121847409	False	True	False	False	False
2007	0.7051395215301323	1.57786544	1.36016786	0.05191808	0.05177011	0.7053669347035836	False	True	False	False	False
1508	0.7051395215301323	0.0743338	0.01453364	9.42493827	9.35998105	0.7053668493681718	False	True	False	False	False
4214	0.7052059046177224	2.9945682	0.11000868	0.03142051	0.03124204	0.7053664398591845	False	True	False	False	False
1117	0.7051395215301323	2.45176849	26.7779778	1.43067709	1.4221349	0.7053663878500284	False	True	False	False	False
933	0.7051395215301323	0.01265439	14.86749618	55.31817997	55.24630491	0.7053662520202902	False	True	False	False	False
2592	0.7052337359362951	0.02209721	0.0221469	6.50918278	5.39891673	0.7053657216855932	False	True	False	False	False
233	0.7051395215301323	7.23718963	0.01574789	93.27967754	93.39269692	0.7053656074241459	False	True	False	False	False
442	0.7051395215301323	82.60169018	92.54464345	1.95647546	93.16972018	0.7053653959250529	False	True	False	False	False
1774	0.7051395215301323	11.97801997	0.04662486	0.02568428	0.02560762	0.7053651938756125	False	True	False	False	False
1277	0.7051395215301323	0.01121485	0.02155535	61.53236309	61.76509149	0.7053643492498008	False	True	False	False	False
2160	0.7051395215301323	19.76477305	0.01297175	25.78177683	25.85509517	0.7053633340974353	False	True	False	False	False
2041	0.7051395215301323	0.67867386	12.90639766	7.05041701	7.04798022	0.7053626526404327	False	True	False	False	False
