crn	r0	r1	r2
842	3301	0011	0002
843	3300	0011	0002
844	3303	0011	0002
845	3311	0011	0002
846	3313	0011	0002
847	3302	0111	0002
848	3323	0111	0002
849	2302	0112	0100
85	0302	0012	0011
850	1202	0112	0103
851	1223	0112	0103
852	1302	0111	0002
853	1312	0111	0002
854	1312	0112	0111
855	3312	0112	0111
856	3322	0112	0111
857	1122	0112	0103
858	1122	0112	0100
859	1322	0112	0103
86	0312	0012	0011
860	3322	0112	0100
861	1322	0112	0100
862	0313	0312	0003
863	0323	0313	0003
864	0312	0133	0113
865	0323	0133	0113
866	0323	0113	0111
867	0312	0113	0111
868	3312	0112	0100
869	3313	0112	0111
87	3312	0012	0011
870	3313	0112	0100
871	0302	0023	0001
872	0200	0023	0003
873	0201	0023	0003
874	0200	0012	0001
875	0301	0012	0011
876	0113	0023	0013
877	0212	0012	0001
878	0113	0023	0011
879	0313	0023	0011
88	0033	0023	0013
880	0301	0023	0001
881	0100	0012	0003
882	0113	0023	0003
883	0111	0023	0003
884	0313	0023	0003
885	0113	0012	0003
886	0113	0012	0011
887	0313	0012	0011
888	0313	0023	0013
889	0111	0023	0001
89	0033	0023	0011
890	0113	0023	0001
891	0113	0012	0001
892	0313	0012	0001
893	2312	0012	0001
894	3312	0012	0001
895	2302	0012	0001
896	0203	0012	0001
897	2303	0012	0001
898	0201	0012	0001
899	2301	0012	0001
9	0012	0003	0002
90	0013	0012	0011
900	2300	0012	0001
901	3313	0012	0001
902	3301	0012	0001
903	1301	0012	0001
904	3311	0012	0001
905	2303	0012	0011
906	2300	0012	0011
907	2301	0012	0011
908	3303	0012	0011
909	3300	0012	0011
91	0033	0012	0011
910	3301	0012	0011
911	3300	0112	0100
912	3311	0112	0100
913	2313	0012	0011
914	3313	0012	0011
915	0301	0012	0001
916	1300	0112	0111
917	1303	0112	0111
918	1101	0112	0103
919	1301	0112	0103
92	2333	0012	0011
920	1101	0112	0100
921	1103	0112	0100
922	1202	0112	0111
923	2302	0112	0111
924	2312	0112	0111
925	1312	0112	0100
926	1113	0112	0100
927	1311	0112	0100
928	1311	0112	0103
929	1133	0112	0103
93	0333	0012	0011
930	0112	0111	0003
931	0323	0113	0301
932	0323	0113	0103
933	0323	0111	0003
934	1223	0112	0111
935	1103	0112	0103
936	1100	0112	0100
937	1133	0112	0100
938	0323	0113	0001
939	0323	0113	0100
94	0333	0023	0011
940	0112	0111	0100
941	1302	0012	0011
942	3302	0012	0011
943	2312	0023	0011
944	1101	0003	0002
945	1113	0003	0002
946	1202	1200	0112
947	1223	1200	0112
948	1223	1203	0112
949	1203	0111	0102
95	0333	0023	0013
950	1200	0111	0102
951	1233	0111	0102
952	1200	0112	0102
953	1203	0112	0102
954	1233	0112	0102
955	1233	1222	0112
956	0233	0222	0102
957	0212	0113	0302
958	0223	0113	0302
959	0222	0213	0102
96	0333	0103	0023
960	0222	0211	0102
961	0112	0203	0102
962	0111	0201	0102
963	0111	0203	0102
964	1133	3300	0323
965	1133	0323	0113
966	1223	0002	0001
967	3323	0003	0001
968	0211	0002	0001
969	0211	0003	0002
97	0313	0103	0023
970	0213	0003	0002
971	0233	0003	0002
972	1133	0003	0002
973	1100	0003	0002
974	0323	0223	0133
975	0323	0213	0133
976	0323	0233	0133
977	1103	1102	0111
978	1102	1100	0111
979	1112	1103	0111
98	0111	0103	0023
980	1112	1100	0111
981	1233	1122	0112
982	1200	1100	0112
983	1203	1100	0112
984	1203	1103	0112
985	2302	0023	0011
986	1333	1323	0013
987	2302	0112	0103
988	0323	0212	0033
989	0323	0223	0033
99	0111	0203	0012
990	0323	0223	0013
991	0123	0113	0011
992	0123	0103	0011
993	0123	0100	0011
994	1202	0033	0023
995	1202	0033	0012
996	1200	0133	0112
997	1203	0133	0112
998	1203	1202	0112
999	2312	2311	0023
